OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
94,2025/07/10,00447.,A,AL,MGM,MONTGOMERY RGNL (DANNELLY FLD),MONTGOMERY,US,PU,PU,10/28,32.30239894,-86.40999386,32.29980405,-86.38096263,9020,150,ASPH,GOOD,GRVD,35,F,C,X,T,HIGH,3RD PARTY SURVEY,2011/06/23,105,116,180,,176449.328125,6608.11373539328
95,2025/07/10,00450.35,A,AL,AL44,MOUNDVILLE,MOUNDVILLE,US,PR,PR,18/36,32.97278611,-87.636875,32.96619444,-87.63716666,2400,80,TURF,,NONE,,,,,,,,,,,,,25413.26171875,1808.53975247651
96,2025/07/10,00455.,A,AL,MSL,NORTHWEST ALABAMA RGNL,MUSCLE SHOALS,US,PU,PU,12/30,34.74900758,-87.61701194,34.74149733,-87.59667272,6694,150,ASPH,GOOD,GRVD,34,F,C,X,T,HIGH,3RD PARTY SURVEY,2011/08/23,59,98,160,,138487.9921875,5076.09649312209
97,2025/07/10,00455.,A,AL,MSL,NORTHWEST ALABAMA RGNL,MUSCLE SHOALS,US,PU,PU,18/36,34.75090825,-87.61572336,34.73992072,-87.6160423,4000,100,ASPH,FAIR,NONE,6,F,C,Y,U,MED,3RD PARTY SURVEY,2011/08/23,30,50,,,55172.16015625,3052.04447622188
98,2025/07/10,00463.1,A,AL,20A,ROBBINS FLD,ONEONTA,US,PU,PU,06/24,33.96795058,-86.38605216,33.97461361,-86.37473125,4203,80,ASPH,EXCELLENT,AFSC,,,,,,MED,3RD PARTY SURVEY,2011/07/19,20,35,55,,45529.7265625,3149.63055263587
99,2025/07/10,00480.1,A,AL,71J,OZARK/BLACKWELL FLD,OZARK,US,PU,PU,13/31,31.43548422,-85.6275983,31.42814061,-85.61347138,5152,80,ASPH,FAIR,NONE,,,,,,MED,,,,25,,,52764.650390625,3740.23036956469
100,2025/07/10,00480.6,A,AL,PLR,ST CLAIR COUNTY,PELL CITY,US,PU,PU,03/21,33.55246486,-86.25212497,33.56519705,-86.24594552,5001,80,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2006/05/20,30,,,,53665.6015625,3727.86169945985
101,2025/07/10,00481.91,A,AL,1A9,PRATTVILLE/GROUBY FLD,PRATTVILLE,US,PU,PU,09/27,32.43863466,-86.52143441,32.438834,-86.50393347,5400,100,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2014/02/27,30,,,,70635.76953125,3969.25361901058
102,2025/07/10,00492.5,A,AL,HUA,REDSTONE AAF,REDSTONE ARSNL HUNTSVILLE,US,MR,PR,17/35,34.68852111,-86.68700611,34.66880027,-86.68257555,7300,150,ASPH,GOOD,NONE,63,F,A,W,T,HIGH,MILITARY,2020/02/09,,,,,150787.97265625,5540.53073303618
103,2025/07/10,00494.,A,AL,3M8,NORTH PICKENS,REFORM,US,PU,PU,01/19,33.37973055,-88.00753888,33.393775,-88.00561944,5144,80,ASPH,FAIR,NONE,,,,,,MED,NACO,2002/05/08,,,,,54983.10546875,3827.48785707796
104,2025/07/10,00498.,A,AL,7A5,ROANOKE MUNI ENLOE,ROANOKE,US,PU,PU,12/30,33.13157777,-85.377575,33.12777777,-85.36685555,3561,80,ASPH,FAIR,NONE,,,,,,MED,ADO,2012/04/20,12,,,,37843.6640625,2649.99875840224
105,2025/07/10,00499.03,A,AL,AL84,VELOX,ROBERTSDALE,US,PR,PR,09/27,30.54085605,-87.5731128,30.54027777,-87.56472222,2650,140,TURF,,NONE,,,,,,,OWNER,2024/06/13,,,,,46615.513671875,1973.53911305209
106,2025/07/10,00500.6,A,AL,AL61,ELK HAVEN,ROGERSVILLE,US,PR,PR,01/19,34.82551972,-87.21630972,34.83067855,-87.21533958,1900,60,TURF,,NONE,,,,,,,OWNER,2024/02/28,,,,,15755.234375,1460.28221462266
107,2025/07/10,00502.1,A,AL,M22,BILL PUGH FLD,RUSSELLVILLE,US,PU,PU,02/20,34.43781588,-87.7141743,34.45232797,-87.7090863,5500,75,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2012/06/15,120,225,250,1096,56485.8828125,4133.76110800147
108,2025/07/10,00507.,A,AL,2R5,ST ELMO,ST ELMO,US,PU,PU,06/24,30.49911508,-88.28058686,30.50470502,-88.26965794,3998,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2007/07/19,23,,,,40153.58984375,2886.40131735487
109,2025/07/10,00507.02,A,AL,1A4,LOGAN FLD,SAMSON,US,PU,PU,05/23,31.10065277,-86.06712777,31.10675277,-86.05807222,3596,75,ASPH,FAIR,NONE,,,,,,MED,STATE,,,,,,34317.984375,2618.76911763322
110,2025/07/10,00509.1,A,AL,4A6,SCOTTSBORO MUNI-WORD FLD,SCOTTSBORO,US,PU,PU,04/22,34.68298902,-86.01123077,34.69441936,-86.00063241,5240,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2023/08/26,15,,,,57740.4296875,3951.18907158775
111,2025/07/10,00511.,A,AL,SEM,CRAIG FLD,SELMA,US,PU,PU,15/33,32.3530518,-86.9950923,32.3348323,-86.98050911,8014,150,ASPH-CONC,FAIR,NONE,,,,,,HIGH,3RD PARTY SURVEY,2010/04/22,33,54,,,156915.8515625,5904.31960572064
112,2025/07/10,00518.005,A,AL,AL04,MCCALL,SOMERVILLE,US,PR,PR,02/20,34.47638888,-86.77277777,34.48277777,-86.76944444,2533,75,TURF,FAIR,NONE,,,,,,,OWNER,2021/03/05,,,,,26035.88671875,1933.8116480008
113,2025/07/10,00519.55,A,AL,6AL5,BIG SKY FARMS,SPEED,US,PR,PR,09/27,32.739384,-86.231689,32.73953305,-86.21868219,4000,60,ASPH,,NONE,,,,,,,OWNER,2024/07/19,,,,,31602.5625,2939.74000418259
114,2025/07/10,00520.2,A,AL,7A6,STEVENSON,STEVENSON,US,PU,PU,05/23,34.88260277,-85.80847777,34.88995,-85.7981,4103,80,ASPH,FAIR,NONE,,,,,,,NACO,2002/07/26,15,,,,45431.10546875,3111.59570616027
115,2025/07/10,00522.11,A,AL,NFD,SUMMERDALE NOLF,SUMMERDALE,US,MN,PR,05/23,30.50584752,-87.65136897,30.51355894,-87.64232222,3998,150,ASPH,,NONE,24,F,B,W,U,,MILITARY,2018/11/14,,,,,75305.43359375,2939.68491184861
116,2025/07/10,00522.11,A,AL,NFD,SUMMERDALE NOLF,SUMMERDALE,US,MN,PR,11/29,30.50702016,-87.65302991,30.50409327,-87.64078833,4000,150,ASPH,,NONE,24,F,B,W,U,,MILITARY,2018/11/14,,,,,75329.98046875,2934.9825068181
117,2025/07/10,00525.1,A,AL,SCD,MERKEL FLD SYLACAUGA MUNI,SYLACAUGA,US,PU,PU,09/27,33.17190497,-86.31434094,33.17176436,-86.29673175,5390,100,ASPH,GOOD,GRVD,24,F,C,Y,T,MED,,,,,,,71649.484375,3993.76975565513
118,2025/07/10,00528.1,A,AL,ASN,TALLADEGA MUNI,TALLADEGA,US,PU,PU,04/22,33.56274791,-86.05693358,33.57626111,-86.04546944,6032,100,ASPH,FAIR,GRVD,,,,,,HIGH,FAA,2010/05/21,30,65,95,,80920.71484375,4495.00674208478
119,2025/07/10,00546.,A,AL,TOI,TROY MUNI AT N KENNETH CAMPBELL FLD,TROY,US,PU,PU,07/25,31.85731,-86.02642436,31.8632705,-86.00772777,6197,100,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2014/05/16,24,80,140,,80044.85546875,4518.17678691037
120,2025/07/10,00546.,A,AL,TOI,TROY MUNI AT N KENNETH CAMPBELL FLD,TROY,US,PU,PU,14/32,31.86517602,-86.01484797,31.85415886,-86.00509141,5024,100,ASPH,POOR,NONE,,,,,,MED,3RD PARTY SURVEY,2014/05/16,24,80,140,,64894.65625,3685.49956124035
121,2025/07/10,00546.01,A,AL,AL77,SMART ROAD,TROY,US,PR,PR,09/27,31.74055555,-86.01084444,31.74055555,-86.00376666,2200,60,TURF,,NONE,,,,,,,OWNER,2023/09/12,,,,,17009.8671875,1618.9677000224
122,2025/07/10,00554.,A,AL,TCL,TUSCALOOSA NTL,TUSCALOOSA,US,PU,PU,04/22,33.21015005,-87.61917758,33.22362447,-87.60523733,6498,150,ASPH,EXCELLENT,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2022/03/29,120,250,450,972,129718.65234375,4851.86976126382
123,2025/07/10,00554.,A,AL,TCL,TUSCALOOSA NTL,TUSCALOOSA,US,PU,PU,12/30,33.22915966,-87.61595016,33.22425236,-87.60424486,4000,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2022/03/29,15,,,,53254.48828125,2988.10612928347
124,2025/07/10,00561.,A,AL,06A,MOTON FLD MUNI,TUSKEGEE,US,PU,PU,13/31,32.46478186,-85.68635586,32.45615472,-85.67371716,5005,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2007/11/17,28.5,,,,65499.5390625,3691.7579946797
125,2025/07/10,00563.01,A,AL,80AL,SUNFLOWER RANCH,TYLER,US,PR,PR,08/26,32.132778,-86.779351,32.134703,-86.772239,2310,36,ASPH-TRTD,,NONE,,,,,,,OWNER,2024/06/07,,,,,10807.0390625,1688.33189658994
126,2025/07/10,00565.,A,AL,07A,FRANKLIN FLD,UNION SPRINGS,US,PU,PU,14/32,32.17277636,-85.81650536,32.16240833,-85.80588841,5002,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/01/28,15,,,,52035.74609375,3666.47533546897
127,2025/07/10,00570.,A,AL,M55,LAMAR COUNTY,VERNON,US,PU,PU,17/35,33.85152916,-88.1169475,33.84191666,-88.114,3613,75,ASPH,POOR,NONE,,,,,,MED,,,16,,,,36567.07421875,2714.06251155718
128,2025/07/10,00571.02,A,AL,6AL3,LAY LANDING,VINCENT,US,PR,PR,17/35,33.382872,-86.377996,33.375396,-86.376462,2760,75,TURF,,NONE,,,,,,,OWNER,2023/09/14,,,,,27656.4765625,2076.98796727689
129,2025/07/10,00590.,A,AL,08A,WETUMPKA MUNI,WETUMPKA,US,PU,PU,09/27,32.5293818,-86.33310452,32.52949688,-86.32332877,3013,80,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2017/06/03,15,,,,31596.42578125,2234.73869675882
130,2025/07/10,00590.,A,AL,08A,WETUMPKA MUNI,WETUMPKA,US,PU,PU,18/36,32.52907483,-86.33386694,32.52117108,-86.33401997,2876,130,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2017/06/03,,,,,48998.87109375,2181.19713209161
131,2025/07/10,00624.01,A,AZ,27AZ,EAGLE ROOST AIRPARK,AGUILA,US,PR,PR,17/35,33.92471666,-113.16783333,33.91398333,-113.1678,3906,40,ASPH,,NONE,,,,,,LOW,OWNER,2006/09/02,,,,,21132.79296875,2909.08016003935
132,2025/07/10,00626.,A,AZ,P01,ERIC MARCUS MUNI,AJO,US,PU,PU,12/30,32.45658333,-112.86576388,32.44919722,-112.85705277,3800,60,ASPH,GOOD,NONE,,,,,,MED,ADO,2024/05/14,12,,,,29835.60546875,2792.78964065766
133,2025/07/10,00630.3,A,AZ,E51,BAGDAD,BAGDAD,US,PU,PU,05/23,34.59051388,-113.17893888,34.595275,-113.16495833,4552,60,ASPH,GOOD,NONE,,,,,,,,,4,,,,37521.375,3413.00485006527
134,2025/07/10,00632.1,A,AZ,E95,BENSON MUNI/PAUL KERCHUM FLD,BENSON,US,PU,PU,10/28,32.0004643,-110.36430383,31.99843838,-110.35161925,4002,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/01/08,12.5,,,,38876.6328125,2927.84238429906
135,2025/07/10,00634.,A,AZ,P04,BISBEE MUNI,BISBEE,US,PU,PU,17/35,31.37669166,-109.88274722,31.3606,-109.88578888,5929,60,ASPH,GOOD,NONE,,,,,,LOW,,,12,,,,45481.40625,4293.02424546656
136,2025/07/10,00640.3,A,AZ,BXK,BUCKEYE MUNI,BUCKEYE,US,PU,PU,17/35,33.43008641,-112.68593138,33.41498108,-112.68653636,5500,75,ASPH,GOOD,NONE,,,,,,MED,STATE,2004/07/27,30,,,,55155.97265625,4086.34062018057
137,2025/07/10,00640.5,A,AZ,IFP,LAUGHLIN/BULLHEAD INTL,BULLHEAD CITY,US,PU,PU,16/34,35.16626813,-114.56021022,35.14296058,-114.55845438,8501,150,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2016/12/17,120,214,403,847,177598.53125,6470.5664137548
138,2025/07/10,00640.51,A,AZ,A20,SUN VALLEY,BULLHEAD CITY,US,PR,PU,18/36,35.01072777,-114.56503333,35.00056111,-114.56501944,3700,42,ASPH,GOOD,NONE,,,,,,LOW,,,,,,,21570.77734375,2794.63295034836
139,2025/07/10,00640.53,A,AZ,0AZ9,EAGLE AIRPARK,BULLHEAD CITY,US,PR,PR,17/35,34.89477777,-114.61663888,34.88158611,-114.61663888,4800,50,ASPH,FAIR,NONE,,,,,,,ADO,2025/03/03,,,,,33225.04296875,3617.61970000274
140,2025/07/10,00642.87,A,AZ,18AZ,SKY RANCH AT CAREFREE,CAREFREE,US,PR,PR,06/24,33.81688055,-111.90442777,33.82034444,-111.89183055,4029,50,ASPH,,NONE,,,,,,LOW,ADO,2021/08/23,12.5,,,,27181.40234375,2991.05718747705
141,2025/07/10,00642.9,A,AZ,CGZ,CASA GRANDE MUNI,CASA GRANDE,US,PU,PU,05/23,32.95131575,-111.774153,32.9584798,-111.75948625,5200,100,ASPH,GOOD,NONE,,,,,,MED,NGS,2004/04/13,18.5,65,,,68799.07421875,3851.19274718329
142,2025/07/10,00645.11,A,AZ,P19,STELLAR AIRPARK,CHANDLER,US,PR,PU,17/35,33.30483983,-111.91578236,33.2927025,-111.91579277,4417,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2019/08/04,,,,,47112.59765625,3291.3368459687
143,2025/07/10,00648.,A,AZ,CHD,CHANDLER MUNI,CHANDLER,US,PU,PU,04L/22R,33.26411308,-111.81995238,33.27194836,-111.80898594,4401,75,ASPH,GOOD,NONE,,,,,,MED,NGS,2005/12/15,30,,,,43978.6328125,3266.33684330756
144,2025/07/10,00648.,A,AZ,CHD,CHANDLER MUNI,CHANDLER,US,PU,PU,04R/22L,33.26572486,-111.814163,33.27439244,-111.80202622,4870,75,ASPH,GOOD,NONE,,,,,,MED,NGS,2005/12/15,30,,,,48664.51171875,3608.43989336481
145,2025/07/10,00653.01,A,AZ,E91,CHINLE MUNI,CHINLE,US,PU,PU,18/36,36.11869533,-109.57399288,36.09989577,-109.57695777,6902,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/07/25,12.5,,,,59047.1328125,5267.8780377795
146,2025/07/10,00658.,A,AZ,CFT,GREENLEE COUNTY,CLIFTON/MORENCI,US,PU,PU,07/25,32.95631647,-109.21923061,32.95776077,-109.20309397,4978,75,ASPH,GOOD,AFSC,,,,,,MED,3RD PARTY SURVEY,2008/03/13,21,,,,49398.9765625,3667.71644119555
147,2025/07/10,00658.4,A,AZ,AZ66,DOUBLE CIRCLE RANCH,CLIFTON,US,PR,PR,17/35,33.34388888,-109.495375,33.33720555,-109.49355555,2495,30,GRVL,,NONE,,,,,,,FAA OE/AAA,2015/11/17,,,,,9988.6015625,1848.46395371342
148,2025/07/10,00660.7,A,AZ,AZC,COLORADO CITY MUNI,COLORADO CITY,US,PU,PU,02/20,36.9536065,-113.0168353,36.96597041,-113.00864866,5099,60,ASPH,GOOD,NONE,,,,,,MED,,,12.5,,,,44587.6640625,3943.1417942081
149,2025/07/10,00660.7,A,AZ,AZC,COLORADO CITY MUNI,COLORADO CITY,US,PU,PU,11/29,36.96470386,-113.02388822,36.95539516,-113.00571947,6300,75,ASPH,GOOD,NONE,,,,,,MED,,,30,,,,68861.375,4862.49719047025
150,2025/07/10,00662.,A,AZ,P08,COOLIDGE MUNI,COOLIDGE,US,PU,PU,05/23,32.93364594,-111.43541077,32.94123641,-111.4196683,5564,150,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/03/21,80,115,210,,110383.78125,4151.36005018347
151,2025/07/10,00662.,A,AZ,P08,COOLIDGE MUNI,COOLIDGE,US,PU,PU,17/35,32.93930772,-111.42491569,32.92866641,-111.42496369,3872,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/03/21,17,,,,38404.7109375,2877.24232577853
152,2025/07/10,00665.,A,AZ,P52,COTTONWOOD,COTTONWOOD,US,PU,PU,14/32,34.73537147,-112.0380608,34.72474077,-112.03221411,4250,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2020/07/10,4,,,,43940.19921875,3216.00641221372
153,2025/07/10,00665.905,A,AZ,AZ72,NORTHSTAR,CROWN KING,US,PR,PR,03/21,34.24041666,-112.36336111,34.24169444,-112.36219444,584,50,DIRT,,NONE,,,,,,,ADO,2020/08/07,,,,,3976.640625,468.046353341891
154,2025/07/10,00669.01,A,AZ,AZ49,AILERON ORCHARDS,DOLAN SPRINGS,US,PR,PR,17/35,35.79258333,-114.13206388,35.78516666,-114.13208888,2700,60,DIRT,,NONE,,,,,,,OWNER,2017/12/04,,,,,22920.3203125,2080.65518139687
155,2025/07/10,00670.,A,AZ,DGL,DOUGLAS MUNI,DOUGLAS,US,PU,PU,03/21,31.3362,-109.51034722,31.34816111,-109.49825,5760,75,ASPH,FAIR,NONE,,,,,,MED,,,,,,,55205.80078125,4173.77312567977
156,2025/07/10,00670.2,A,AZ,P03,COCHISE COLLEGE,DOUGLAS,US,PU,PU,05/23,31.367225,-109.69746111,31.37540277,-109.68244444,5551,60,ASPH,GOOD,NONE,,,,,,MED,ADO,2016/05/09,,,,,42578.5703125,4008.4097419484
157,2025/07/10,00671.,A,AZ,DUG,BISBEE DOUGLAS INTL,DOUGLAS BISBEE,US,PU,PU,08/26,31.47406902,-109.61077827,31.47402666,-109.59485297,4966,60,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2009/12/11,12.5,,,,38165.30078125,3588.6663507716
158,2025/07/10,00671.,A,AZ,DUG,BISBEE DOUGLAS INTL,DOUGLAS BISBEE,US,PU,PU,17/35,31.47384308,-109.60448663,31.45617166,-109.60441519,6430,100,ASPH,GOOD,RFSC,,,,,,MED,3RD PARTY SURVEY,2009/12/11,30,160,250,,82339.3359375,4684.0166556809
159,2025/07/10,00672.54,A,AZ,E60,ELOY MUNI,ELOY,US,PU,PU,02/20,32.80248133,-111.59050772,32.81096266,-111.58274469,3901,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2023/10/04,,,,,38576.91015625,2888.94452202829
160,2025/07/10,00674.,A,AZ,FLG,FLAGSTAFF PULLIAM,FLAGSTAFF,US,PU,PU,03/21,35.1312183,-111.67892452,35.14941266,-111.65955591,8800,150,ASPH,EXCELLENT,GRVD,37,F,D,W,T,HIGH,OWNER,2016/08/30,30,95,140,,183749.703125,6679.50121462009
161,2025/07/10,00682.,A,AZ,FHU,SIERRA VISTA MUNI-LIBBY AAF,FORT HUACHUCA SIERRA VISTA,US,MR,PU,03/21,31.58615222,-110.34896961,31.59559511,-110.34075086,4285,75,ASPH-CONC,GOOD,NONE,8,F,A,W,T,MED,NGS,2000/06/14,,,,,41260.83984375,3126.13592939121
162,2025/07/10,00682.,A,AZ,FHU,SIERRA VISTA MUNI-LIBBY AAF,FORT HUACHUCA SIERRA VISTA,US,MR,PU,08/26,31.58756336,-110.36704991,31.587624,-110.32852133,12001,150,CONC,EXCELLENT,NONE,58,R,B,W,T,HIGH,NGS,2000/06/14,75,200,450,700,231112.8984375,8685.74876583999
163,2025/07/10,00682.,A,AZ,FHU,SIERRA VISTA MUNI-LIBBY AAF,FORT HUACHUCA SIERRA VISTA,US,MR,PU,12/30,31.59287527,-110.34326816,31.58406258,-110.32945266,5366,100,ASPH-CONC,GOOD,NONE,92,F,A,W,T,MED,NGS,2000/06/14,46,106,137,172,68901.28125,3914.41501861135
164,2025/07/10,00682.3,A,AZ,5AZ9,REGENERATION,FORT THOMAS,US,PR,PR,18/36,33.03325994,-109.9853568,33.02777777,-109.98583333,2000,50,DIRT,,NONE,,,,,,,ADO,2024/11/11,,,,,13254.265625,1496.0177957566
165,2025/07/10,00687.1,A,AZ,E63,GILA BEND MUNI,GILA BEND,US,PU,PU,04/22,32.95633055,-112.68078888,32.96400833,-112.66648611,5200,75,ASPH,GOOD,NONE,,,,,,MED,OWNER,2007/03/23,12.5,,,,51619.52734375,3834.91081551984
166,2025/07/10,00689.,A,AZ,GXF,GILA BEND AF AUX,GILA BEND,US,MA,PR,17/35,32.89953055,-112.71958055,32.87616388,-112.71963888,8502,150,ASPH,,NONE,43,F,B,W,T,MED,,,,,,,168485.359375,6304.00365419816
167,2025/07/10,00692.21,A,AZ,GEU,GLENDALE RGNL,GLENDALE,US,PU,PU,01/19,33.51805983,-112.30021538,33.53576322,-112.29004005,7150,100,ASPH,GOOD,NONE,,,,,,MED,NGS,2006/01/12,40,60,,,95832.80859375,5315.92332854608
168,2025/07/10,00692.25,A,AZ,LUF,LUKE AFB,GLENDALE,US,MA,PR,03L/21R,33.52297227,-112.3985673,33.54321355,-112.37637461,10000,150,CONC,,NONE,53,R,B,W,T,HIGH,MILITARY,2025/01/09,,,,,201079.01953125,7433.81880550164
169,2025/07/10,00692.25,A,AZ,LUF,LUKE AFB,GLENDALE,US,MA,PR,03R/21L,33.52681369,-112.38990266,33.54687552,-112.36790088,9912,150,CONC,,NONE,53,R,C,W,T,HIGH,MILITARY,2025/01/09,,,,,199333.79296875,7369.94114465313
170,2025/07/10,00694.,A,AZ,P13,SAN CARLOS APACHE,GLOBE,US,PU,PU,09/27,33.35498263,-110.6777738,33.35131544,-110.65694558,6500,100,ASPH,FAIR,PFC,,,,,,MED,NGS,2008/09/23,60,,,,86765.6796875,4812.30425574733
171,2025/07/10,00696.71,A,AZ,GYR,PHOENIX GOODYEAR,GOODYEAR,US,PU,PU,03/21,33.4140893,-112.383954,33.43247316,-112.36676875,8500,150,ASPH,GOOD,NONE,66,F,B,W,T,MED,3RD PARTY SURVEY,2016/02/11,115,225,505,985,170491.984375,6329.60468416205
172,2025/07/10,00700.1,A,AZ,GCN,GRAND CANYON NTL PARK,GRAND CANYON,US,PU,PU,03/21,35.94298288,-112.15686161,35.96172994,-112.13706019,8999,150,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2010/05/04,88,108,160,,191707.69140625,6896.84476045818
173,2025/07/10,00700.11,A,AZ,40G,VALLE,GRAND CANYON,US,PR,PU,01/19,35.64518333,-112.15063333,35.65594722,-112.14555,4199,45,ASPH,GOOD,NONE,,,,,,,ADO,2025/03/27,,,,,26644.97265625,3192.61545460881
174,2025/07/10,00710.,A,AZ,P14,HOLBROOK MUNI,HOLBROOK,US,PU,PU,03/21,34.93465822,-110.1447533,34.94883147,-110.13050952,6698,75,ASPH,GOOD,AFSC,,,,,,MED,3RD PARTY SURVEY,2009/12/16,12,,,,69594.05859375,5043.28106966582
175,2025/07/10,00710.,A,AZ,P14,HOLBROOK MUNI,HOLBROOK,US,PU,PU,11/29,34.94076025,-110.14493683,34.93633161,-110.13571088,3202,120,GRVL-DIRT,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2009/12/16,,,,,53222.19921875,2469.731477692
176,2025/07/10,00712.8,A,AZ,0V7,KAYENTA,KAYENTA,US,PU,PU,05/23,36.7124678,-110.23949902,36.72043694,-110.21739744,7101,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/07/23,12.5,,,,77119.60546875,5452.72712022266
177,2025/07/10,00713.,A,AZ,E67,KEARNY,KEARNY,US,PU,PU,08/26,33.04752777,-110.9146,33.04688333,-110.90352777,3400,60,CONC,GOOD,NONE,,,,,,,,,12.5,,,,27056.30078125,2514.84279478105
178,2025/07/10,00716.,A,AZ,IGM,KINGMAN,KINGMAN,US,PU,PU,03/21,35.25148633,-113.94810511,35.26474325,-113.93193377,6827,150,ASPH,GOOD,NONE,20,F,D,X,T,MED,NGS,2012/10/02,45,85,125,265,142986.1484375,5213.84751601291
179,2025/07/10,00716.,A,AZ,IGM,KINGMAN,KINGMAN,US,PU,PU,17/35,35.27009775,-113.93604502,35.25162633,-113.93605577,6725,75,ASPH,GOOD,NONE,3,F,D,Y,T,MED,NGS,2012/10/02,22,60,,,70423.5390625,5092.42397511739
180,2025/07/10,00716.02,A,AZ,AZ71,BIG SANDY,KINGMAN,US,PR,PR,10/28,34.87159166,-113.58987777,34.86992222,-113.58340833,2034,60,DIRT,,NONE,,,,,,,OWNER,2018/07/25,,,,,16879.3203125,1554.62973380454
181,2025/07/10,00716.12,A,AZ,53AZ,OMS UAS TEST RANGE,KINGMAN,US,PR,PR,01/19,35.44068455,-113.81494558,35.44130555,-113.81480555,230,30,CALICHE,,NONE,,,,,,,ADO,2024/11/29,,,,,967.32421875,194.967597114609
182,2025/07/10,00717.76,A,AZ,HII,LAKE HAVASU CITY,LAKE HAVASU CITY,US,PU,PU,14/32,34.58060658,-114.36499305,34.56164097,-114.35156211,8000,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2019/04/25,100,,,,109875.89453125,6010.17079622989
183,2025/07/10,00718.,A,AZ,AZ90,HANGAR HACIENDAS,LAVEEN,US,PR,PR,08/26,33.349893,-112.127397,33.34991294,-112.11942033,2436,24,ASPH,GOOD,NONE,,,,,,,ADO,2024/06/27,,,,,7804.87109375,1793.50472941921
184,2025/07/10,00728.,A,AZ,MZJ,PINAL AIRPARK,MARANA,US,PU,PU,12/30,32.5164793,-111.3332143,32.50320986,-111.31745727,6849,150,ASPH,GOOD,NONE,,,,,,MED,NGS,2006/02/10,68,100,270,500,134587.91796875,5066.38883347539
185,2025/07/10,00728.5,A,AZ,L41,MARBLE CANYON,MARBLE CANYON,US,PR,PU,03/21,36.80702777,-111.64871944,36.81458611,-111.64019444,3715,35,ASPH,POOR,NONE,,,,,,,,,,,,,18881.609375,2858.66047072363
186,2025/07/10,00728.65,G,AZ,E68,ESTRELLA SAILPORT,MARICOPA,US,PR,PU,06R/24L,33.08415555,-112.16546111,33.08606388,-112.15755,2520,30,ASPH,FAIR,NONE,,,,,,,,,,,,,10035.21484375,1854.76499367592
187,2025/07/10,00728.8,A,AZ,L25,PEARCE FERRY,MEADVIEW,US,PU,PU,01/19,36.089425,-114.04816111,36.09703888,-114.04526388,2900,110,DIRT,GOOD,NONE,,,,,,,,,,,,,45496.36328125,2277.64791111277
188,2025/07/10,00729.,A,AZ,FFZ,FALCON FLD,MESA,US,PU,PU,04L/22R,33.45830044,-111.73418391,33.46484936,-111.72448272,3799,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2018/03/06,12.5,,,,38135.6953125,2833.30803327577
